Order_ID,Order_Date,Delivery_Date,Delivery_Status,Customer_ID,Customer_Type,State,City,Region,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price,MRP,Discount_%,Net_sales,Cost_Price,Profit_Amount,Profit_Margin_%,Payment_Mode
OD102659,45631,45640,delivered,CUST5665,RETURNING,Karnataka,Mangalore,West,P261,Ikea Furniture Item,Home,Furniture,Ikea,3,1066.1,1279.32,0,3837.96,852.88,1279.32,0.333333333,UPI
OD102660,45307,45314,Delivered,CUST1069,RETURNING,Maharashtra,Nashik,East,P940,H&M Women Item,Fashion,Women,H&M,3,949.51,1139.41,5,3247.3185,759.61,968.4885,0.298242535,COD
OD102661,45329,45330,RETURNED,CUST6465,new,Maharashtra,Nagpur,West,P220,Realme Mobiles Item,Electronics,Mobiles,Realme,4,926.62,1111.94,10,4002.984,741.29,1037.824,0.25926259,Credit Card
OD102662,45525,45530,Cancelled,CUST9611,New,Karnataka,Mysuru,West,P515,Nike Men Item,Fashion,Men,Nike,3,1013.36,1216.04,5,3465.714,810.69,1033.644,0.298248499,UPI
OD102663,45409,45412,Returned,CUST6942,new,Delhi,New Delhi,North,P518,Prestige Kitchen Item,Home,Kitchen,Prestige,1,1038.82,1246.59,15,1059.6015,831.06,228.5415,0.215686275,COD
OD102664,45298,45308,RETURNED,CUST7066,New,West Bengal,Howrah,North,P997,Nike Men Item,Fashion,Men,Nike,4,993.79,1192.55,0,4770.2,795.03,1590.08,0.333336128,Net Banking
OD102665,45629,45638,Delivered,CUST4260,new,Uttar Pradesh,Lucknow,West,P464,Asus Laptops Item,Electronics,Laptops,Asus,2,965.73,1158.87,0,2317.74,772.58,772.58,0.333333333,Net Banking
OD102666,45343,45351,Cancelled,CUST2471,New,Delhi,Saket,South,P352,Nilkamal Furniture Item,Home,Furniture,Nilkamal,5,1141.51,1369.81,15,5821.6925,913.21,1255.6425,0.215683412,COD
OD102667,45486,45489,Delivered,CUST9888,New,Maharashtra,Nashik,North,P485,Asus Laptops Item,Electronics,Laptops,Asus,2,896.9,1076.28,30,1506.792,717.52,71.752,0.047619048,Credit Card
OD102668,45410,45420,delivered,CUST5670,New,Tamil Nadu,Madurai,East,P683,Ikea Furniture Item,Home,Furniture,Ikea,1,1003.17,1203.8,15,1023.23,802.53,220.7,0.215689532,Credit Card
OD102669,45638,45643,Delivered,CUST3144,New,West Bengal,Durgapur,South,P983,Prestige Kitchen Item,Home,Kitchen,Prestige,1,1031.09,1237.31,25,927.9825,824.87,103.1125,0.111114703,Credit Card
OD102670,45495,45500,RETURNED,CUST6365,Returning,West Bengal,Howrah,South,P355,Butterfly Kitchen Item,Home,Kitchen,Butterfly,2,1032.33,1238.8,30,1734.32,825.86,82.6,0.047626736,UPI
OD102671,45295,45300,delivered,CUST4462,RETURNING,West Bengal,Durgapur,East,P293,Ikea Furniture Item,Home,Furniture,Ikea,5,1044.45,1253.34,30,4386.69,835.56,208.89,0.047619048,Credit Card
OD102672,45439,45440,delivered,CUST2517,Returning,Uttar Pradesh,Lucknow,West,P115,Redmi Mobiles Item,Electronics,Mobiles,Redmi,4,939.47,1127.37,10,4058.532,751.58,1052.212,0.259259259,Credit Card
OD102673,45436,45444,Returned,CUST6348,new,Karnataka,Bengaluru,West,P983,Apple Mobiles Item,Electronics,Mobiles,Apple,2,953.04,1143.65,20,1829.84,762.43,304.98,0.16667031,Debit Card
OD102674,45574,45578,Delivered,CUST2108,new,West Bengal,Kolkata,East,P879,Dell Laptops Item,Electronics,Laptops,Dell,3,1085.34,1302.41,20,3125.784,868.27,520.974,0.166669866,COD
OD102675,45647,45657,RETURNED,CUST9558,RETURNING,Delhi,Dwarka,East,P718,Butterfly Kitchen Item,Home,Kitchen,Butterfly,1,1117.43,1340.91,10,1206.819,893.94,312.879,0.259259259,Net Banking
OD102676,45526,45530,RETURNED,CUST1564,New,Tamil Nadu,Chennai,South,P982,Dell Laptops Item,Electronics,Laptops,Dell,2,978.76,1174.51,20,1879.216,783.01,313.196,0.166663119,COD
OD102677,45412,45416,Returned,CUST8711,new,Uttar Pradesh,Kanpur,North,P629,Adidas Men Item,Fashion,Men,Adidas,5,1000.09,1200.11,5,5700.5225,800.07,1700.1725,0.298248538,Debit Card
OD102678,45396,45402,Delivered,CUST7920,RETURNING,Delhi,Rohini,North,P507,Butterfly Kitchen Item,Home,Kitchen,Butterfly,3,1049.2,1259.04,30,2643.984,839.36,125.904,0.047619048,COD
OD102679,45627,45630,Cancelled,CUST4828,Returning,Delhi,Saket,North,P317,Zara Women Item,Fashion,Women,Zara,1,1065.68,1278.81,30,895.167,852.54,42.627,0.047619048,Net Banking
OD102680,45399,45409,Delivered,CUST8775,RETURNING,Delhi,Rohini,East,P352,H&M Women Item,Fashion,Women,H&M,5,1030.12,1236.15,5,5871.7125,824.1,1751.2125,0.298245614,Credit Card
OD102681,45411,45417,RETURNED,CUST2554,new,Maharashtra,Pune,South,P876,Butterfly Kitchen Item,Home,Kitchen,Butterfly,3,954.27,1145.13,20,2748.312,763.42,458.052,0.166666667,UPI
OD102682,45598,45601,Returned,CUST8763,Returning,Maharashtra,Pune,North,P806,Prestige Kitchen Item,Home,Kitchen,Prestige,4,968.46,1162.15,25,3486.45,774.77,387.37,0.111107287,Credit Card
OD102683,45455,45461,delivered,CUST6542,new,Karnataka,Mysuru,North,P182,Samsung Mobiles Item,Electronics,Mobiles,Samsung,5,1009.64,1211.56,25,4543.35,807.71,504.8,0.111107443,UPI
OD102684,45525,45528,Delivered,CUST1954,new,Karnataka,Mysuru,West,P454,Apple Mobiles Item,Electronics,Mobiles,Apple,5,1140.86,1369.03,15,5818.3775,912.68,1254.9775,0.215692003,UPI
OD102685,45475,45485,Delivered,CUST8414,RETURNING,Maharashtra,Mumbai,East,P855,Zara Women Item,Fashion,Women,Zara,2,1024.04,1228.85,5,2334.815,819.23,696.355,0.298248469,COD
OD102686,45336,45342,RETURNED,CUST8022,new,Uttar Pradesh,Kanpur,East,P223,Asus Laptops Item,Electronics,Laptops,Asus,5,1091.63,1309.95,20,5239.8,873.3,873.3,0.166666667,Debit Card
OD102687,45467,45472,Delivered,CUST4880,new,Uttar Pradesh,Noida,South,P842,Prestige Kitchen Item,Home,Kitchen,Prestige,4,1039.57,1247.49,20,3991.968,831.66,665.328,0.166666667,Debit Card
OD102688,45365,45372,Delivered,CUST4660,RETURNING,Delhi,Dwarka,South,P269,H&M Women Item,Fashion,Women,H&M,1,1069.46,1283.36,25,962.52,855.57,106.95,0.111114574,Net Banking
OD102689,45340,45349,delivered,CUST9713,RETURNING,Delhi,Rohini,West,P663,HP Laptops Item,Electronics,Laptops,HP,2,1007.87,1209.45,20,1935.12,806.3,322.52,0.166666667,Net Banking
OD102690,45401,45411,delivered,CUST3553,Returning,Uttar Pradesh,Lucknow,East,P568,HP Laptops Item,Electronics,Laptops,HP,2,953.18,1143.82,10,2058.876,762.55,533.776,0.259256021,Debit Card
OD102691,45402,45408,RETURNED,CUST7991,New,Maharashtra,Mumbai,South,P377,HP Laptops Item,Electronics,Laptops,HP,5,983.38,1180.06,20,4720.24,786.7,786.74,0.166673728,Debit Card
OD102692,45617,45621,RETURNED,CUST9083,new,West Bengal,Kolkata,East,P846,HP Laptops Item,Electronics,Laptops,HP,5,983.93,1180.72,20,4722.88,787.14,787.18,0.166673725,Net Banking
OD102693,45296,45301,Returned,CUST4375,Returning,West Bengal,Durgapur,North,P725,Prestige Kitchen Item,Home,Kitchen,Prestige,3,1039.07,1246.89,5,3553.6365,831.26,1059.8565,0.298245614,Net Banking
OD102694,45637,45646,Delivered,CUST5989,RETURNING,Karnataka,Bengaluru,North,P571,Biba Women Item,Fashion,Women,Biba,2,1058.58,1270.3,5,2413.57,846.87,719.83,0.298242852,Credit Card
OD102695,45330,45340,Delivered,CUST5828,RETURNING,Maharashtra,Mumbai,East,P521,Redmi Mobiles Item,Electronics,Mobiles,Redmi,5,941.77,1130.12,30,3955.42,753.41,188.37,0.047623261,Credit Card
OD102696,45314,45322,Delivered,CUST9266,New,West Bengal,Howrah,North,P365,Nilkamal Furniture Item,Home,Furniture,Nilkamal,3,1061.79,1274.15,25,2866.8375,849.44,318.5175,0.111104135,Net Banking
OD102697,45578,45581,RETURNED,CUST5122,new,Maharashtra,Nagpur,South,P600,Butterfly Kitchen Item,Home,Kitchen,Butterfly,4,991.83,1190.2,0,4760.8,793.46,1586.96,0.333338935,Net Banking
OD102698,45485,45491,RETURNED,CUST9845,new,Tamil Nadu,Chennai,West,P760,Nilkamal Furniture Item,Home,Furniture,Nilkamal,3,1078.98,1294.77,0,3884.31,863.18,1294.77,0.333333333,Credit Card
OD102699,45323,45329,RETURNED,CUST3065,RETURNING,Uttar Pradesh,Noida,East,P317,HP Laptops Item,Electronics,Laptops,HP,1,967.98,1161.57,25,871.1775,774.38,96.7975,0.111111111,UPI
OD102700,45403,45413,delivered,CUST5828,Returning,Tamil Nadu,Coimbatore,East,P470,Realme Mobiles Item,Electronics,Mobiles,Realme,2,975.78,1170.93,5,2224.767,780.62,663.527,0.298245614,Net Banking
OD102701,45353,45354,Returned,CUST2385,Returning,Delhi,New Delhi,North,P107,Adidas Men Item,Fashion,Men,Adidas,5,1084.5,1301.4,30,4554.9,867.6,216.9,0.047619048,UPI
OD102702,45572,45580,Cancelled,CUST4348,RETURNING,Tamil Nadu,Madurai,North,P385,Ikea Furniture Item,Home,Furniture,Ikea,4,1049.42,1259.3,20,4029.76,839.53,671.64,0.166669975,Net Banking
OD102703,45342,45349,Delivered,CUST5028,New,Uttar Pradesh,Noida,West,P707,Biba Women Item,Fashion,Women,Biba,1,1030.81,1236.97,5,1175.1215,824.65,350.4715,0.298242777,COD
OD102704,45435,45438,Cancelled,CUST1285,Returning,Karnataka,Mysuru,West,P682,Apple Mobiles Item,Electronics,Mobiles,Apple,3,1143.41,1372.1,10,3704.67,914.73,960.48,0.259261959,Credit Card
OD102705,45462,45468,Returned,CUST7367,New,Maharashtra,Nashik,South,P822,H&M Women Item,Fashion,Women,H&M,2,913.25,1095.9,5,2082.21,730.6,621.01,0.298245614,COD
OD102706,45571,45578,Delivered,CUST8138,New,Delhi,New Delhi,East,P470,Nike Men Item,Fashion,Men,Nike,1,997.51,1197.01,5,1137.1595,798.01,339.1495,0.298242683,Debit Card
OD102707,45647,45651,Delivered,CUST2944,New,Uttar Pradesh,Varanasi,North,P746,Butterfly Kitchen Item,Home,Kitchen,Butterfly,2,1058.15,1269.78,0,2539.56,846.52,846.52,0.333333333,COD
OD102708,45387,45389,RETURNED,CUST4169,RETURNING,Uttar Pradesh,Noida,North,P701,Realme Mobiles Item,Electronics,Mobiles,Realme,2,1081.77,1298.12,0,2596.24,865.42,865.4,0.333328198,UPI
OD102709,45466,45476,Delivered,CUST4101,New,Tamil Nadu,Chennai,West,P176,Butterfly Kitchen Item,Home,Kitchen,Butterfly,3,1012.85,1215.43,30,2552.403,810.28,121.563,0.047626883,Credit Card
OD102710,45397,45405,RETURNED,CUST3545,RETURNING,West Bengal,Durgapur,East,P774,Adidas Men Item,Fashion,Men,Adidas,4,1004.03,1204.84,15,4096.456,803.23,883.536,0.21568302,UPI
OD102711,45620,45622,Returned,CUST6403,new,West Bengal,Howrah,East,P662,Apple Mobiles Item,Electronics,Mobiles,Apple,4,1125.47,1350.56,10,4862.016,900.37,1260.536,0.259262002,Debit Card
OD102712,45579,45583,RETURNED,CUST7409,Returning,Karnataka,Mangalore,East,P935,Samsung Mobiles Item,Electronics,Mobiles,Samsung,2,944.09,1132.91,15,1925.947,755.27,415.407,0.215689736,Credit Card
OD102713,45450,45459,RETURNED,CUST6859,Returning,Tamil Nadu,Madurai,East,P771,Redmi Mobiles Item,Electronics,Mobiles,Redmi,1,999.96,1199.96,0,1199.96,799.97,399.99,0.333336111,Credit Card
OD102714,45300,45303,delivered,CUST9447,New,Maharashtra,Pune,South,P168,H&M Women Item,Fashion,Women,H&M,5,1052.24,1262.69,5,5997.7775,841.8,1788.7775,0.298240056,Credit Card
OD102715,45635,45644,Returned,CUST2666,new,Maharashtra,Mumbai,East,P915,H&M Women Item,Fashion,Women,H&M,1,998.18,1197.82,30,838.474,798.54,39.934,0.047626999,UPI
OD102716,45515,45522,RETURNED,CUST5530,New,Karnataka,Mysuru,West,P521,Biba Women Item,Fashion,Women,Biba,5,976.81,1172.18,10,5274.81,781.45,1367.56,0.259262419,Debit Card
OD102717,45469,45474,RETURNED,CUST9558,RETURNING,Maharashtra,Mumbai,North,P679,Lenovo Laptops Item,Electronics,Laptops,Lenovo,2,1052.05,1262.46,0,2524.92,841.64,841.64,0.333333333,Debit Card
OD102718,45390,45391,delivered,CUST3923,Returning,West Bengal,Kolkata,North,P584,H&M Women Item,Fashion,Women,H&M,5,1001.54,1201.84,5,5708.74,801.23,1702.59,0.298242695,Debit Card
OD102719,45505,45511,delivered,CUST6692,new,Uttar Pradesh,Noida,East,P148,Puma Men Item,Fashion,Men,Puma,2,1084.54,1301.45,20,2082.32,867.63,347.06,0.166669868,Debit Card
OD102720,45553,45560,Returned,CUST8910,new,Maharashtra,Pune,South,P222,Ikea Furniture Item,Home,Furniture,Ikea,4,1058.41,1270.09,10,4572.324,846.72,1185.444,0.259265091,Credit Card
OD102721,45296,45303,delivered,CUST8265,new,Maharashtra,Mumbai,West,P796,Lenovo Laptops Item,Electronics,Laptops,Lenovo,2,926.38,1111.66,5,2112.154,741.11,629.934,0.298242458,UPI
OD102722,45400,45407,Delivered,CUST3575,Returning,Karnataka,Bengaluru,West,P629,Adidas Men Item,Fashion,Men,Adidas,5,1035.13,1242.16,15,5279.18,828.1,1138.68,0.215692589,Credit Card
OD102723,45335,45341,Delivered,CUST8886,RETURNING,Uttar Pradesh,Lucknow,West,P218,Nilkamal Furniture Item,Home,Furniture,Nilkamal,4,1075.64,1290.76,5,4904.888,860.51,1462.848,0.298242896,Net Banking
OD102724,45359,45364,Delivered,CUST8377,new,Karnataka,Mysuru,East,P452,Adidas Men Item,Fashion,Men,Adidas,1,966.71,1160.06,30,812.042,773.37,38.672,0.047623152,COD
OD102725,45410,45419,Returned,CUST4004,new,Tamil Nadu,Chennai,East,P238,H&M Women Item,Fashion,Women,H&M,1,1017.28,1220.73,30,854.511,813.82,40.691,0.047619048,COD
OD102726,45300,45305,Delivered,CUST3106,Returning,Uttar Pradesh,Kanpur,West,P515,Prestige Kitchen Item,Home,Kitchen,Prestige,1,1026.17,1231.4,20,985.12,820.93,164.19,0.16667005,UPI
OD102727,45557,45565,RETURNED,CUST6516,Returning,West Bengal,Howrah,East,P722,Samsung Mobiles Item,Electronics,Mobiles,Samsung,2,1039.46,1247.36,25,1871.04,831.57,207.9,0.111114674,UPI
OD102728,45305,45310,Delivered,CUST9090,New,Maharashtra,Nashik,East,P971,Asus Laptops Item,Electronics,Laptops,Asus,4,1033.84,1240.61,15,4218.074,827.07,909.794,0.215689436,UPI
OD102729,45586,45595,Cancelled,CUST9542,RETURNING,Tamil Nadu,Madurai,East,P330,Adidas Men Item,Fashion,Men,Adidas,2,931.81,1118.17,20,1789.072,745.45,298.172,0.16666294,COD
OD102730,45559,45567,Delivered,CUST3377,RETURNING,Delhi,Saket,East,P864,HP Laptops Item,Electronics,Laptops,HP,5,982.52,1179.03,10,5305.635,786.02,1375.535,0.259259259,COD
OD102731,45461,45467,Delivered,CUST2365,Returning,Maharashtra,Pune,North,P651,Ikea Furniture Item,Home,Furniture,Ikea,5,947.92,1137.5,25,4265.625,758.34,473.925,0.111103297,COD
OD102732,45459,45463,RETURNED,CUST1757,Returning,Uttar Pradesh,Kanpur,North,P295,Butterfly Kitchen Item,Home,Kitchen,Butterfly,3,980.73,1176.87,0,3530.61,784.58,1176.87,0.333333333,COD
OD102733,45502,45508,Delivered,CUST5736,RETURNING,Karnataka,Mysuru,North,P340,HP Laptops Item,Electronics,Laptops,HP,1,1019.85,1223.82,10,1101.438,815.88,285.558,0.259259259,Net Banking
OD102734,45403,45410,delivered,CUST5449,New,Karnataka,Mangalore,West,P958,Zara Women Item,Fashion,Women,Zara,1,984.6,1181.52,5,1122.444,787.68,334.764,0.298245614,Credit Card
OD102735,45445,45449,RETURNED,CUST1635,new,West Bengal,Howrah,East,P510,Ikea Furniture Item,Home,Furniture,Ikea,3,1017.37,1220.85,0,3662.55,813.9,1220.85,0.333333333,COD
OD102736,45594,45604,Delivered,CUST2634,RETURNING,Maharashtra,Mumbai,South,P332,HP Laptops Item,Electronics,Laptops,HP,2,1044.55,1253.46,10,2256.228,835.64,584.948,0.259259259,UPI
OD102737,45424,45427,Cancelled,CUST4612,Returning,Maharashtra,Nagpur,South,P122,Butterfly Kitchen Item,Home,Kitchen,Butterfly,2,988.71,1186.45,30,1661.03,790.96,79.11,0.047627075,Net Banking
OD102738,45357,45363,RETURNED,CUST6563,Returning,Maharashtra,Nagpur,West,P691,Biba Women Item,Fashion,Women,Biba,4,955.38,1146.46,0,4585.84,764.3,1528.64,0.333339148,Debit Card
OD102739,45329,45330,RETURNED,CUST7301,new,Maharashtra,Nagpur,West,P565,Butterfly Kitchen Item,Home,Kitchen,Butterfly,2,1058.57,1270.28,5,2413.532,846.85,719.832,0.298248376,Net Banking
OD102740,45446,45454,Delivered,CUST4967,new,West Bengal,Howrah,South,P887,Dell Laptops Item,Electronics,Laptops,Dell,3,1090.06,1308.07,30,2746.947,872.05,130.797,0.047615407,Credit Card
OD102741,45593,45597,Delivered,CUST8234,Returning,Maharashtra,Nashik,West,P639,Apple Mobiles Item,Electronics,Mobiles,Apple,2,1032.84,1239.41,5,2354.879,826.28,702.319,0.298239952,Net Banking
OD102742,45650,45655,Cancelled,CUST6747,Returning,Karnataka,Mysuru,North,P539,Biba Women Item,Fashion,Women,Biba,5,1012.74,1215.29,0,6076.45,810.2,2025.45,0.333327848,Debit Card
OD102743,45317,45322,Cancelled,CUST4298,Returning,Uttar Pradesh,Kanpur,West,P783,Butterfly Kitchen Item,Home,Kitchen,Butterfly,5,1047.45,1256.94,30,4399.29,837.96,209.49,0.047619048,Net Banking
OD102744,45446,45456,Returned,CUST9598,RETURNING,Tamil Nadu,Coimbatore,North,P566,Realme Mobiles Item,Electronics,Mobiles,Realme,1,1065.85,1279.03,0,1279.03,852.68,426.35,0.333338546,COD
OD102745,45386,45389,Delivered,CUST9777,New,Karnataka,Mysuru,East,P825,Zara Women Item,Fashion,Women,Zara,4,1059.68,1271.61,30,3560.508,847.74,169.548,0.047619048,Debit Card
OD102746,45420,45428,Returned,CUST6794,Returning,Uttar Pradesh,Kanpur,West,P550,Samsung Mobiles Item,Electronics,Mobiles,Samsung,4,978.71,1174.45,30,3288.46,782.97,156.58,0.047614993,Net Banking
OD102747,45542,45545,Returned,CUST3448,New,Delhi,New Delhi,South,P842,Prestige Kitchen Item,Home,Kitchen,Prestige,4,1017.9,1221.49,0,4885.96,814.32,1628.68,0.333338791,UPI
OD102748,45370,45378,Delivered,CUST8877,new,Maharashtra,Nashik,East,P912,Nilkamal Furniture Item,Home,Furniture,Nilkamal,4,914.24,1097.09,20,3510.688,731.39,585.128,0.166670465,COD
OD102749,45464,45468,Returned,CUST1761,New,West Bengal,Durgapur,North,P196,Biba Women Item,Fashion,Women,Biba,1,1071.39,1285.67,5,1221.3865,857.11,364.2765,0.298248343,Net Banking
OD102750,45298,45307,Cancelled,CUST7367,new,Tamil Nadu,Coimbatore,North,P865,Zara Women Item,Fashion,Women,Zara,4,1048.89,1258.67,30,3524.276,839.11,167.836,0.047622831,UPI
OD102751,45301,45305,Delivered,CUST4290,New,Delhi,Saket,West,P807,Prestige Kitchen Item,Home,Kitchen,Prestige,1,1015.39,1218.47,0,1218.47,812.31,406.16,0.333336069,UPI
OD102752,45566,45568,Returned,CUST1750,New,Delhi,Saket,South,P146,Prestige Kitchen Item,Home,Kitchen,Prestige,2,1044.79,1253.74,0,2507.48,835.83,835.82,0.333330675,Credit Card
OD102753,45406,45416,delivered,CUST1212,new,Delhi,Saket,West,P497,Apple Mobiles Item,Electronics,Mobiles,Apple,4,1058.08,1269.69,15,4316.946,846.46,931.106,0.215686275,Debit Card
OD102754,45436,45439,Delivered,CUST9303,New,Maharashtra,Nagpur,East,P480,HP Laptops Item,Electronics,Laptops,HP,2,981.82,1178.19,0,2356.38,785.46,785.46,0.333333333,Net Banking
OD102755,45475,45483,Delivered,CUST1733,new,Maharashtra,Nagpur,East,P124,Redmi Mobiles Item,Electronics,Mobiles,Redmi,1,1104.83,1325.79,10,1193.211,883.86,309.351,0.259259259,COD
OD102756,45331,45339,Delivered,CUST7564,new,Tamil Nadu,Coimbatore,East,P884,Adidas Men Item,Fashion,Men,Adidas,5,1033.55,1240.25,10,5581.125,826.84,1446.925,0.259253287,Debit Card
OD102757,45421,45427,Returned,CUST9239,Returning,West Bengal,Durgapur,West,P762,Nilkamal Furniture Item,Home,Furniture,Nilkamal,3,878.01,1053.61,5,3002.7885,702.41,895.5585,0.298242284,Credit Card
OD102758,45585,45587,Delivered,CUST6597,New,Delhi,Dwarka,North,P552,Realme Mobiles Item,Electronics,Mobiles,Realme,5,996.32,1195.58,5,5679.005,797.06,1693.705,0.298239744,UPI
OD102759,45492,45493,Delivered,CUST9119,new,Delhi,Dwarka,East,P488,Realme Mobiles Item,Electronics,Mobiles,Realme,1,961.89,1154.27,25,865.7025,769.52,96.1825,0.11110341,COD
OD102760,45360,45365,RETURNED,CUST4526,RETURNING,Delhi,Dwarka,South,P131,Redmi Mobiles Item,Electronics,Mobiles,Redmi,5,952.05,1142.46,20,4569.84,761.64,761.64,0.166666667,UPI
OD102761,45422,45430,delivered,CUST2893,RETURNING,Karnataka,Mysuru,East,P764,Adidas Men Item,Fashion,Men,Adidas,4,968.33,1161.99,30,3253.572,774.66,154.932,0.047619048,Debit Card
OD102762,45604,45613,Cancelled,CUST9343,New,Tamil Nadu,Coimbatore,North,P364,Asus Laptops Item,Electronics,Laptops,Asus,4,957.86,1149.43,0,4597.72,766.29,1532.56,0.333330433,Credit Card
OD102763,45442,45452,Delivered,CUST9420,New,West Bengal,Kolkata,South,P281,Butterfly Kitchen Item,Home,Kitchen,Butterfly,1,941.29,1129.54,15,960.109,753.03,207.079,0.215682803,Net Banking
OD102764,45410,45416,Delivered,CUST5114,RETURNING,Maharashtra,Mumbai,East,P819,Butterfly Kitchen Item,Home,Kitchen,Butterfly,2,1050.71,1260.85,10,2269.53,840.57,588.39,0.259256322,COD
OD102765,45495,45502,Delivered,CUST5622,new,Delhi,Rohini,East,P966,Biba Women Item,Fashion,Women,Biba,5,1021.33,1225.6,30,4289.6,817.06,204.3,0.047626818,Credit Card
OD102766,45498,45505,Cancelled,CUST3838,RETURNING,Tamil Nadu,Madurai,East,P418,Adidas Men Item,Fashion,Men,Adidas,4,972.43,1166.92,10,4200.912,777.95,1089.112,0.259256085,UPI
OD102767,45509,45517,Delivered,CUST4962,RETURNING,Karnataka,Mangalore,South,P356,Puma Men Item,Fashion,Men,Puma,4,986.19,1183.43,25,3550.29,788.95,394.49,0.111114867,Debit Card
OD102768,45311,45312,Cancelled,CUST1196,new,West Bengal,Kolkata,West,P129,Biba Women Item,Fashion,Women,Biba,2,911.33,1093.6,25,1640.4,729.07,182.26,0.111107047,Net Banking
OD102769,45435,45436,Returned,CUST7894,RETURNING,Delhi,Dwarka,West,P521,Butterfly Kitchen Item,Home,Kitchen,Butterfly,3,990.22,1188.26,25,2673.585,792.18,297.045,0.111103631,Credit Card
OD102770,45564,45567,Cancelled,CUST6020,new,Tamil Nadu,Chennai,South,P567,Dell Laptops Item,Electronics,Laptops,Dell,2,1052.49,1262.99,5,2399.681,841.99,715.701,0.298248392,UPI
OD102771,45612,45620,RETURNED,CUST7419,new,West Bengal,Howrah,East,P840,Prestige Kitchen Item,Home,Kitchen,Prestige,2,885.46,1062.56,20,1700.096,708.37,283.356,0.166670588,COD
OD102772,45439,45449,Returned,CUST7214,Returning,Tamil Nadu,Chennai,West,P982,Prestige Kitchen Item,Home,Kitchen,Prestige,2,1040.95,1249.14,15,2123.538,832.76,458.018,0.215686275,Debit Card
OD102773,45504,45505,delivered,CUST6053,Returning,Maharashtra,Nashik,East,P776,Prestige Kitchen Item,Home,Kitchen,Prestige,3,1003.97,1204.76,20,2891.424,803.17,481.914,0.166670125,COD
OD102774,45413,45416,Delivered,CUST5974,new,Tamil Nadu,Coimbatore,South,P175,Adidas Men Item,Fashion,Men,Adidas,5,956,1147.19,30,4015.165,764.8,191.165,0.047610746,Credit Card
OD102775,45528,45538,Returned,CUST1141,Returning,Tamil Nadu,Madurai,North,P843,Biba Women Item,Fashion,Women,Biba,3,1077.22,1292.66,5,3684.081,861.77,1098.771,0.298248328,Net Banking
OD102776,45440,45446,Returned,CUST2721,new,Karnataka,Bengaluru,South,P537,Ikea Furniture Item,Home,Furniture,Ikea,3,1037.98,1245.58,0,3736.74,830.39,1245.57,0.333330657,Debit Card
OD102777,45637,45646,delivered,CUST7791,RETURNING,Karnataka,Mangalore,South,P316,Butterfly Kitchen Item,Home,Kitchen,Butterfly,3,1008.74,1210.49,10,3268.323,806.99,847.353,0.259262319,UPI
OD102778,45625,45634,Cancelled,CUST7081,Returning,Tamil Nadu,Madurai,South,P553,HP Laptops Item,Electronics,Laptops,HP,1,975.74,1170.89,15,995.2565,780.6,214.6565,0.215679576,Debit Card
OD102779,45377,45386,Delivered,CUST9338,new,Tamil Nadu,Chennai,East,P716,Lenovo Laptops Item,Electronics,Laptops,Lenovo,3,912.13,1094.56,15,2791.128,729.71,601.998,0.215682692,COD
OD102780,45615,45619,Cancelled,CUST9387,Returning,Delhi,New Delhi,North,P176,H&M Women Item,Fashion,Women,H&M,4,1029.76,1235.71,5,4695.698,823.81,1400.458,0.298242775,Debit Card
OD102781,45469,45479,Cancelled,CUST5832,RETURNING,Karnataka,Bengaluru,South,P880,H&M Women Item,Fashion,Women,H&M,1,926.54,1111.85,0,1111.85,741.23,370.62,0.333336331,Debit Card
OD102782,45349,45359,Returned,CUST4243,new,Delhi,Rohini,East,P128,Lenovo Laptops Item,Electronics,Laptops,Lenovo,4,960.31,1152.38,25,3457.14,768.25,384.14,0.111114968,COD
OD102783,45357,45367,delivered,CUST5346,new,Maharashtra,Mumbai,South,P594,Butterfly Kitchen Item,Home,Kitchen,Butterfly,2,907.44,1088.93,5,2068.967,725.95,617.067,0.298248836,Net Banking
OD102784,45466,45475,Cancelled,CUST7088,New,Maharashtra,Mumbai,West,P920,H&M Women Item,Fashion,Women,H&M,5,1103.47,1324.16,10,5958.72,882.77,1544.87,0.259262056,Credit Card
OD102785,45420,45421,Returned,CUST5237,new,Karnataka,Mysuru,South,P289,Redmi Mobiles Item,Electronics,Mobiles,Redmi,1,1028.72,1234.47,0,1234.47,822.98,411.49,0.333333333,Debit Card
OD102786,45324,45326,Returned,CUST8321,new,Tamil Nadu,Coimbatore,East,P765,Dell Laptops Item,Electronics,Laptops,Dell,2,1025.27,1230.33,20,1968.528,820.22,328.088,0.166666667,UPI
OD102787,45574,45580,Returned,CUST6332,RETURNING,Delhi,Dwarka,South,P635,Apple Mobiles Item,Electronics,Mobiles,Apple,5,976.12,1171.35,25,4392.5625,780.9,488.0625,0.111111111,Credit Card
OD102788,45376,45385,Returned,CUST8795,new,West Bengal,Kolkata,South,P949,Apple Mobiles Item,Electronics,Mobiles,Apple,3,984.28,1181.14,15,3011.907,787.43,649.617,0.215682954,Credit Card
OD102789,45580,45586,Delivered,CUST9463,Returning,Tamil Nadu,Chennai,South,P777,Nike Men Item,Fashion,Men,Nike,1,995.58,1194.7,30,836.29,796.47,39.82,0.047615062,Net Banking
